,Turkish,English
5426,desem,I say
5427,söyledikleri,what they say
5428,çalışmıyorum,I am not working
5429,bekler,waits
5430,suçluluk,guilt
5431,çıkaracağım,I will take off
5432,çıkmam,I don't get out
5433,casus,spy
5434,olacağımı,I will be
5435,ederseniz,if you
5436,eğil,dirty
5437,bedeli,the price
5438,eseri,work
5439,doları,dollars
5440,birincisi,first
5441,yolları,ways
5442,bağımsız,independent
5443,yeteneği,ability
5444,patronum,my boss
5445,yaratıcı,creative
5446,neşeli,Cheerful
5447,ip,rope
5448,kaçırdı,kidnapped
5449,temmuz,july
5450,belkide,maybe
5451,bilmiyorlar,they don't know
5452,bulduğum,I found
5453,kullandın,you used it
5454,sok,shock
5455,öldürdüler,they killed
5456,yemekte,at dinner
5457,amerikalılar,Americans
5458,efsane,myth
5459,ölmüştü,He was dead
5460,uygunsuz,unsuitable
5461,istersem,if I want
5462,aradığın,you are looking for
5463,pantolon,pants
5464,bakınca,looking at
5465,arkadaşımla,with my friend
5466,odana,to the room
5467,kuşu,bird
5468,yönünde,towards
5469,gündü,the day
5470,alicia,alicia
5471,riski,risk
5472,mezar,grave
5473,yüzün,your face
5474,öğrendi,learned
5475,istemeyiz,we don't want
5476,elmas,diamond
5477,psikolojik,psychological
5478,almanı,buying
5479,yaşta,at age
5480,duygularını,your feelings
5481,star,star
5482,onlarda,in them
5483,edemeyiz,we can't
5484,başladığında,when it starts
5485,fiyat,price
5486,carla,Carla
5487,surat,face
5488,çevir,translate
5489,gitmedim,I did not go
5490,kendiniz,yourself
5491,geleneksel,traditional
5492,diğerlerine,to others
5493,uğraşıyorum,I'm trying
5494,oynuyorsun,you play
5495,santa,Santa
5496,warren,Warren
5497,İkinizin,Two of you
5498,hastası,patient
5499,bulmuşlar,they found
5500,kong,kong
5501,anlatırım,I tell you
5502,lana,lana
5503,hissetmek,to feel
5504,arkanda,behind you
5505,oyna,play
5506,dilini,language of
5507,getirebilir,can bring
5508,moskova,Moscow
5509,olursam,if I do
5510,hâle,state
5511,y,Y
5512,getirmiş,brought
5513,kaçık,fantastic
5514,buluyor,finds
5515,suçlama,blame
5516,ölmedi,it did not die
5517,girelim,Let's enter
5518,aptallar,fools
5519,rita,Rita
5520,görüyorsunuz,you see
5521,isimli,named
5522,elinizde,in your hand
5523,sandy,Sandy
5524,kenarında,on the edge
5525,öleceğim,I will die
5526,analiz,analysis
5527,kullanabilir,can use
5528,delisin,You are crazy
5529,ölümün,Your death
5530,lakin,not that
5531,olduğuma,that I am
5532,hedefi,target
5533,mitchell,Mitchell
5534,açtım,I opened
5535,nora,nora
5536,vuruş,strike
5537,jenna,Jenna
5538,çifte,double
5539,etkilendim,I am impressed
5540,gitmez,not going
5541,yalvarırım,I beg
5542,yapmanız,you do
5543,bisiklet,bike
5544,fincan,cup
5545,wow,wow
5546,gölge,shadow
5547,yemeğinde,at dinner
5548,beyni,brain
5549,karşısına,against
5550,gereği,as requirement for
5551,yepyeni,brand new
5552,filmde,in the film
5553,yakınında,near
5554,işti,work
5555,dul,widow
5556,standart,standard
5557,tatlısın,You are sweet
5558,bal,honey
5559,May-61,May-61
5560,çal,steal
5561,davrandım,I behaved
5562,kafama,my head
5563,onsuz,without him
5564,içer,containing
5565,anneciğim,my mom
5566,fiyatı,price
5567,pencere,window
5568,acilen,urgently
5569,borcu,debt
5570,ezik,meek
5571,düşünüyordu,He was thinking
5572,çıktık,we went out
5573,ileride,in the future
5574,almamız,We take it
5575,diana,Diana
5576,kovboy,cowboy
5577,çarptı,hit
5578,kaçın,avoid
5579,edilebilir,canvous
5580,alarak,by taking
5581,düşünüyorsan,If you think
5582,koşun,running
5583,atar,throws
5584,çekmiş,suffered
5585,geçerken,in passing
5586,kuşlar,birds
5587,deliği,its hole
5588,sanatçı,artist
5589,görünüyorsunuz,you look
5590,tokyo,Tokyo
5591,olaydan,from the incident
5592,vic,conscience
5593,kırk,Fourty
5594,maaş,wage
5595,merkeze,to the center
5596,birader,brother
5597,takas,swap
5598,söylendi,said
5599,konuşabiliriz,we can talk
5600,irak,Iraq
5601,arkasındaki,behind
5602,görün,See
5603,bulunmuş,found
5604,İntihar,Suicide
5605,gerisini,the rest
5606,kaçırma,kidnapping
5607,seçeneğimiz,Our option
5608,birbirinize,to each other
5609,elimizdeki,Our hands
5610,kesmek,to cut
5611,gözümün,Your eyes
5612,ellie,Ellie
5613,denk,equivalent
5614,güveniyor,confidence
5615,yukarıya,up
5616,kocamın,My husband
5617,sizleri,you are
5618,ellerinizi,Your hands
5619,olmadığım,I am not
5620,yönetmen,director
5621,yiyip,ate and eat
5622,görevini,your duty
5623,af,amnesty
5624,atma,throw
5625,kafamda,in my head
5626,lara,lara
5627,çalışırım,I work
5628,etrafına,around
5629,dönüyoruz,we are returning
5630,civarında,around
5631,ölmeyi,to die
5632,heather,Heather
5633,diğerlerinin,Others
5634,kazaydı,accident
5635,ağlıyor,crying
5636,gözlerinin,your eyes
5637,gelecektir,will come
5638,sinyali,signal
5639,istedik,we wanted
5640,man,Man
5641,leslie,leslie
5642,durumdan,from the situation
5643,kılıcı,sword
5644,craig,Craig
5645,treni,train
5646,esir,prisoner
5647,solucan,worm
5648,olursunuz,you are
5649,düşünen,thinking
5650,ofisine,to the office
5651,adası,island
5652,atmış,threw
5653,troy,troy
5654,gecede,overnight
5655,emirleri,orders
5656,lex,lex
5657,olanlara,to what happened
5658,vaftiz,baptism
5659,taşıyan,bearing
5660,hatun,chick
5661,gidersin,you go
5662,sağla,to provide
5663,bağış,donation
5664,prova,rehearsal
5665,buluşuruz,we will meet
5666,cadde,Street
5667,damon,Damon
5668,bilinmeyen,unknown
5669,mmm,mmm
5670,kelimeler,words
5671,yoo,yoo
5672,üzerimde,on me
5673,yazılmış,written
5674,çiftlik,farm
5675,meclis,council
5676,sorumlusu,responsible
5677,yapabileceğimi,that I can do
5678,ralph,ralph
5679,adamlara,To the men
5680,hee,hee
5681,kötüydü,It was bad
5682,çıkıyorsun,you go out
5683,ofise,to the office
5684,göreyim,let me see
5685,giriyorum,i enter
5686,sürücü,driver
5687,ma,ma
5688,ned,ned
5689,yaşayacak,will live
5690,düşer,falling
5691,olmuşsun,you have been
5692,green,Green
5693,dini,religious
5694,ofisinde,in the office
5695,ronnie,Ronnie
5696,gelmiştir,has come
5697,erkeği,man
5698,hattı,line
5699,dili,language
5700,umutsuz,desperate
5701,sahnede,on stage
5702,yapılır,makes
5703,arazi,land
5704,hapishanede,in prison
5705,kayıtlı,registered
5706,hazırladım,I prepared
5707,çılgınlık,frenzy
5708,nicole,nicole
5709,problemi,problem
5710,şayet,if
5711,odasını,room
5712,beklenmedik,unexpected
5713,İkincisi,Latter
5714,çözmek,solve
5715,ava,hunting
5716,hangisini,which
5717,hazırlayın,Prepare
5718,çöpe,by the trash
5719,cameron,cameraon
5720,motoru,motor
5721,etmeme,dismissal
5722,ortağım,my partner
5723,polisleri,policemen
5724,İlaç,Medicine
5725,ölene,deceased
5726,oğluma,To my son
5727,seçtim,I chose
5728,rüyalar,dreams
5729,gelişmiş,developed
5730,yanındayım,I'm with you
5731,sahipsin,you have
5732,takımın,your team
5733,yeah,yeah
5734,ilerliyor,progressing
5735,İşten,Work
5736,kazanır,wins
5737,konuşmuştuk,we had talked
5738,harper,Harper
5739,hector,hector
5740,melissa,Melissa
5741,etmesine,to
5742,erkekle,with a man
5743,salim,savage
5744,herşeyin,everything
5745,yerli,local
5746,murphy,murphy
5747,şeyimiz,our thing
5748,adresini,address
5749,adamlarım,my men
5750,organize,organized
5751,diyecek,will say
5752,geceden,from the night
5753,deney,experiment
5754,aldığımız,we buy
5755,göremedim,I could not see
5756,sid,sid
5757,kaçtım,I ran away
5758,anlatır,tells
5759,köpeğin,Your dog
5760,çıksın,come out
5761,vietnam,Vietnamese
5762,döneceğiz,we will return
5763,hassiktir,HASSICE
5764,kurdu,founded
5765,kontrolünü,control
5766,peri,fairy
5767,kont,count
5768,durumlar,situations
5769,hissedebiliyorum,I can feel it
5770,kalkma,rise
5771,yarışı,half
5772,atı,horse
5773,z,Z
5774,kurtardım,I saved
5775,soo,soo
5776,kitabın,Your book
5777,doğdu,Born
5778,isterdi,He wanted
5779,yang,yang
5780,kuralı,rule
5781,kamu,public
5782,leydim,I was
5783,gina,gina
5784,çalıştığın,you work
5785,yanlışlıkla,by mistake
5786,kalabilirsin,You can stay
5787,olabileceği,that
5788,kale,Castle
5789,tarafını,side
5790,bırakıyor,quitting
5791,vanessa,Vanessa
5792,hepsine,to all of them
5793,bileti,ticket
5794,simpson,Simpson
5795,jill,Jill
5796,kullanmaya,to use
5797,kalırım,I stay
5798,bahçe,garden
5799,kuzeye,north
5800,lauren,Lauren
5801,varsın,you have
5802,alsın,let it take
5803,west,West
5804,tetiği,trigger
5805,saldırgan,attacker
5806,hayvanat,zoo
5807,getirmeye,to bring
5808,alarmı,alarm
5809,helikopter,helicopter
5810,harita,map
5811,düşünürdüm,I would think
5812,planları,plans
5813,düzeltmek,to change
5814,söylediğine,what you say
5815,ağrısı,pain
5816,şunlara,to these
5817,lane,lane
5818,makyaj,make-up
5819,kullanan,user
5820,bakmam,I don't look
5821,tedavisi,treatment
5822,kanıtlamak,prove
5823,kalıyorsun,you stay
5824,tersi,reverse
5825,edilmesi,to be
5826,bahsettiğim,I mentioned
5827,deneyin,try
5828,söylemeden,without saying
5829,birbirinizi,each other
5830,sinema,cinema
5831,mide,stomach
5832,çalışmam,my work
5833,çeşitli,various
5834,tutuyorum,I'm holding
5835,benziyordu,It looked like
5836,iyiye,for good
5837,gelmemi,my coming
5838,pam,pam
5839,gökyüzü,sky
5840,hiçbirini,none of them
5841,çağırıyor,calling
5842,sydney,Sydney
5843,gözlerine,eyes
5844,değiştir,change
5845,evinize,to your home
5846,İstediğini,What you want
5847,arkadaşlarının,Your friends
5848,kraliçesi,queen
5849,geleceğin,Your Future
5850,heyecanlıyım,I am excited
5851,tutacak,handle
5852,durdum,I stopped
5853,tutup,holding
5854,ilgilenirim,I am interested
5855,du,du
5856,elim,my hand
5857,uçakta,on the plane
5858,mali,financial
5859,yürüyüş,walk
5860,kocanız,your husband
5861,devriye,patrol
5862,biftek,steak
5863,ödeyeceğim,I will pay
5864,halledeceğim,I will handle
5865,sokağı,Street
5866,söylediğinde,when you say
5867,meg,meg
5868,düşününce,When you think
5869,bekleyeceğiz,we will wait
5870,eşyalarımı,my belongings
5871,şeref,honor
5872,çıkmadan,without leaving
5873,nehri,river
5874,üyeleri,members
5875,çalıntı,stolen
5876,memnuniyetle,satisfaction
5877,müzİk,music
5878,dede,grandfather
5879,sik,stylish
5880,bakire,virgin
5881,boşluk,space
5882,din,religion
5883,odanın,your room
5884,janet,Janet
5885,patladı,Exploded
5886,konuyla,on the subject
5887,christian,Christian
5888,gitmiyoruz,we are not going
5889,şartlar,conditions
5890,pirinç,rice
5891,sahibim,I have
5892,değmez,not worth it
5893,zeyna,Zeyna
5894,bakanı,minister
5895,yerle,place
5896,ndeki,in
5897,kur,exchange rate
5898,şifre,password
5899,uykuya,asleep
5900,çıkması,output
5901,samantha,Samantha
5902,anlamış,connocent
5903,yapmıştı,had done
5904,hastanın,patient
5905,askerleri,soldiers
5906,bugünün,Today's
5907,buluşmak,to meet
5908,ölürsün,you die
5909,neredeyiz,Where are we
5910,brooke,Brooke
5911,gelmedin,you did not come
5912,nisan,April
5913,joan,Joan
5914,kutuyu,the box
5915,geleceksin,you will come
5916,hazırlanın,Prepare
5917,watson,Watson
5918,katherine,Katherine
5919,öldürüp,kill and kill
5920,değişiyor,it is changing
5921,annesine,to his mother
5922,kaçta,what time
5923,buda,Buddha
5924,alıcı,buyer
5925,willie,Willie
5926,başbakan,prime minister
5927,durdurmaya,to stop
5928,durumdayım,I'm in a situation
5929,oluyordu,it was happening
5930,satan,seller
5931,kadınlarla,with women
5932,fotoğraflar,photos
5933,zack,zack
5934,geçirdin,you spent
5935,keşif,discovery
5936,won,won
5937,evren,universe
5938,monk,monk
5939,biliyormusun,do you know?
5940,tanıştırayım,let me introduce
5941,sevdin,did you like it
5942,yaşadı,lived
5943,hayli,quite a lot
5944,isteği,desire
5945,erkeğe,to man
5946,durur,stops
5947,gitmene,You go
5948,bacaklarını,your legs
5949,zamanlama,timing
5950,gördüğümüz,we see
5951,köy,Bay
5952,baktın,you looked
5953,ışıkları,lights
5954,piper,piper
5955,gözlü,eyed
5956,proje,project
5957,mayıs,May
5958,almanlar,Germans
5959,daisy,Daisy
5960,manhattan,Manhattan
5961,sokmak,sting
5962,yürümeye,to walk
5963,vurulmuş,smitten
5964,evan,Evan
5965,eşsiz,matchless
5966,çocuklardan,Children
5967,castle,castle
5968,binayı,the building
5969,dönmeye,to turn
5970,yüzünde,on the face
5971,kazandık,we won
5972,öldün,you die
5973,nelson,Nelson
5974,hizmetçi,servant
5975,düşünüp,thinking about
5976,vereceğini,that
5977,yemekleri,dishes
5978,big,Big
5979,görmemiş,unseen
5980,tiyatro,theatre
5981,mart,March
5982,kaçırmak,kidnap
5983,akşamı,evening
5984,gey,gay
5985,adınız,your name
5986,kül,ash
5987,go,go
5988,wade,Wade
5989,şüpheliyim,i doubt
5990,karısının,your wife
5991,ölümünü,death
5992,İntikam,Revenge
5993,İnanmıyorum,I do not believe
5994,inanabiliyor,can believe
5995,saatler,watches
5996,fransızca,French
5997,çekilmiş,ground
5998,yemekler,meals
5999,yetki,authority
6000,min,van
6001,salonunda,in the hall
6002,unutmuş,purely
6003,tamamlandı,Completed
6004,aslı,original
6005,peşini,after
6006,gösterisi,demonstration
6007,kızıma,my daughter
6008,cennete,to heaven
6009,gördüğünde,When you see
6010,izler,marks
6011,altıncı,sixth
6012,komplo,complo
6013,amiral,admiral
6014,koydun,you put it
6015,görünür,visible
6016,doğrudur,is true
6017,filme,to film
6018,grubun,Group
6019,hyun,Hyun
6020,allen,allen
6021,arıyorsunuz,you are looking for
6022,kamerayı,the camera
6023,bölümünde,in the section
6024,bulmalıyım,I have to find
6025,yetkili,official
6026,şekil,shape
6027,yakaladın,you caught
6028,ilişkiye,to relationship
6029,binada,in the building
6030,yazıyorum,I am writing
6031,kelimeyi,the word
6032,yaşar,Yaşar
6033,odaklan,focus
6034,doğruysa,if it is true
6035,geçme,pass
6036,çinli,Chinese
6037,öfkeli,furious
6038,ayrılma,separation
6039,hatalı,incorrect
6040,aramış,searched
6041,bulunur,found
6042,baktığımda,When I look
6043,aradığım,What I'm looking for
6044,detayları,details
6045,imha,destruction
6046,arar,Searching for
6047,antik,antique
6048,bilmediğim,I don't know
6049,haziran,June
6050,doğuştan,congenital
6051,rob,robe
6052,karakter,character
6053,kızınız,your daughter
6054,ashley,Ashley
6055,olurdun,you would be
6056,stefan,stefan
6057,söylersem,If I say
6058,borcum,my debt
6059,dehşet,horror
6060,öleceğiz,we will die
6061,oturmuş,seated
6062,biriniz,one of you
6063,gülümse,smile
6064,İkimizin,Two of us
6065,içtim,I drank
6066,alınan,received
6067,ejderha,dragon
6068,kasım,November
6069,sonuçlar,results
6070,alabiliriz,we can get
6071,ford,Ford
6072,ahh,ahh
6073,cin,gin
6074,hayvanları,animals
6075,senedir,for a year
6076,öğrendik,we learned
6077,alanda,in the field of
6078,sebepten,for the reason
6079,telefonla,by phone
6080,kanını,Blood
6081,paraları,money
6082,seferde,at the time
6083,elektronik,electronic
6084,yarası,wound
6085,aradığımız,what we are looking for
6086,hissi,sentimental
6087,vermeliyiz,we must give
6088,hayatlarını,their lives
6089,pisliğin,your filth
6090,vazgeç,give up
6091,basketbol,basketball
6092,gülünç,funny
6093,edecektir,it will
6094,duyunca,when you hear
6095,güzeldir,It is beautiful
6096,bombası,bomb
6097,birimi,unit of
6098,söylemelisin,you should say
6099,iri,large
6100,işinin,your job
6101,ülkeye,to country
6102,bitki,herb
6103,cevabını,the answer
6104,suda,in water
6105,eger,if
6106,servet,fortune
6107,kesildi,cut off
6108,ilişkin,related
6109,lloyd,lloyd
6110,elin,your hand
6111,uyurken,while sleeping
6112,geçmişe,to the past
6113,nöbet,watch
6114,ağabey,brother
6115,yapamadım,I couldn't do it
6116,ilerleme,progress
6117,üstündeki,above
6118,yanımızda,with us
6119,emanet,deposit
6120,telefonum,my phone
6121,almalısın,you should buy
6122,sınıfı,class
6123,olduysa,if it happened
6124,kalamam,I can't stay
6125,İşimiz,Our job
6126,konuşun,Talk to
6127,kapısı,gate
6128,etmene,to the meat
6129,götürüp,take away
6130,yatağına,to bed
6131,dikiş,stitch
6132,aradığınız,what you are looking for
6133,parçalara,to pieces
